0	0.0
1	0.0
2	0.0
3	0.0
4	0.0
5	0.0
6	0.0
7	1.0
8	1.0
9	1.0
10	1.0
11	1.0
12	1.0
13	1.0
14	1.0
15	1.0
16	1.0
17	1.0
18	1.0
19	1.0
20	2.0
21	2.0
22	2.0
23	2.0
24	2.0
25	2.0
26	2.0
27	2.0
28	2.0
29	2.0
30	2.0
31	2.0
32	2.0
33	2.0
34	2.0
35	2.0
36	2.0
37	2.0
38	2.0
39	2.0
40	3.0
41	3.0
42	3.0
43	3.0
44	3.0
45	3.0
46	3.0
47	3.0
48	3.0
49	3.0
50	3.0
51	3.0
52	3.0
53	3.0
54	3.0
55	3.0
56	3.0
57	3.0
58	3.0
59	3.0
60	3.0
61	3.0
62	3.0
63	3.0
64	3.0
65	3.0
66	3.0
67	3.0
68	3.0
69	3.0
70	3.0
71	3.0
72	3.0
73	3.0
74	3.0
75	3.0
76	3.0
77	3.0
78	3.0
79	3.0
80	3.0
81	3.0
82	3.0
83	3.0
84	3.0
85	3.0
86	3.0
87	3.0
88	3.0
89	3.0
90	3.0
91	3.0
92	3.0
93	3.0
94	3.0
95	3.0
96	3.0
97	3.0
98	3.0
99	3.0
100	3.0
101	3.0
102	3.0
103	3.0
104	3.0
105	3.0
106	3.0
107	3.0
108	3.0
109	3.0
110	3.0
111	3.0
112	3.0
113	3.0
114	3.0
115	3.0
116	3.0
117	3.0
118	3.0
119	3.0
120	3.0
121	3.0
122	3.0
123	3.0
124	3.0
125	3.0
126	3.0
127	3.0
128	3.0
129	3.0
130	3.0
131	3.0
132	3.0
133	3.0
134	3.0
135	3.0
136	3.0
137	3.0
138	3.0
139	3.0
140	3.0
141	3.0
142	3.0
143	4.0
144	4.0
145	4.0
146	4.0
147	4.0
148	4.0
149	4.0
150	4.0
151	4.0
152	4.0
153	4.0
154	4.0
155	4.0
156	4.0
157	4.0
158	4.0
159	4.0
160	4.0
161	4.0
162	4.0
163	4.0
164	4.0
165	4.0
166	4.0
167	4.0
168	4.0
169	4.0
170	4.0
171	4.0
172	4.0
173	4.0
174	4.0
175	4.0
176	4.0
177	4.0
178	5.0
179	5.0
180	5.0
181	5.0
182	5.0
183	5.0
184	5.0
185	5.0
186	5.0
187	5.0
188	5.0
189	5.0
190	5.0
191	6.0
192	6.0
193	6.0
194	6.0
195	6.0
196	6.0
197	6.0
198	6.0
199	6.0
200	6.0
201	6.0
202	6.0
203	6.0
204	6.0
205	6.0
206	6.0
207	6.0
208	6.0
209	6.0
210	6.0
211	6.0
212	6.0
213	6.0
214	6.0
215	6.0
216	6.0
217	6.0
218	6.0
219	6.0
220	6.0
221	6.0
222	6.0
223	6.0
224	6.0
225	6.0
226	6.0
227	6.0
228	6.0
229	6.0
230	6.0
231	7.0
232	7.0
233	7.0
234	7.0
235	7.0
236	7.0
237	7.0
238	7.0
239	7.0
240	7.0
241	7.0
242	7.0
243	7.0
244	7.0
245	7.0
246	7.0
247	7.0
248	8.0
249	8.0
250	8.0
251	8.0
252	8.0
253	8.0
254	8.0
255	8.0
256	8.0
257	8.0
258	8.0
259	8.0
260	8.0
261	8.0
262	8.0
263	8.0
264	8.0
265	8.0
266	9.0
267	9.0
268	9.0
269	9.0
270	9.0
271	9.0
272	9.0
273	9.0
274	9.0
275	9.0
276	9.0
277	9.0
278	9.0
279	9.0
280	9.0
281	9.0
282	9.0
283	9.0
284	9.0
285	9.0
286	9.0
287	9.0
288	9.0
289	9.0
290	9.0
291	9.0
292	9.0
293	9.0
294	9.0
295	9.0
296	9.0
297	9.0
298	9.0
299	9.0
300	9.0
301	9.0
302	9.0
303	9.0
304	9.0
305	9.0
306	9.0
307	9.0
308	9.0
309	9.0
310	9.0
311	9.0
312	9.0
313	9.0
314	9.0
315	9.0
316	9.0
317	9.0
318	9.0
319	9.0
320	9.0
321	9.0
322	9.0
323	9.0
324	9.0
325	9.0
326	9.0
327	9.0
328	9.0
329	9.0
330	9.0
331	9.0
332	9.0
333	9.0
334	9.0
335	9.0
336	9.0
337	9.0
338	9.0
339	9.0
340	9.0
341	9.0
342	9.0
343	9.0
344	9.0
345	9.0
346	9.0
347	9.0
348	9.0
349	9.0
350	9.0
351	9.0
352	9.0
353	9.0
354	9.0
355	9.0
356	9.0
357	9.0
358	9.0
359	9.0
360	9.0
361	9.0
362	9.0
363	9.0
364	10.0
365	10.0
366	10.0
367	10.0
368	10.0
369	10.0
370	10.0
371	10.0
372	10.0
373	10.0
374	10.0
375	10.0
376	10.0
377	10.0
378	10.0
379	10.0
380	10.0
381	10.0
382	10.0
383	10.0
384	10.0
385	10.0
386	10.0
387	10.0
388	10.0
389	10.0
390	10.0
391	10.0
392	10.0
393	10.0
394	10.0
395	10.0
396	10.0
397	10.0
398	10.0
399	10.0
400	10.0
401	10.0
402	10.0
403	10.0
404	10.0
405	10.0
406	10.0
407	10.0
408	10.0
409	10.0
410	10.0
411	10.0
412	10.0
413	10.0
414	10.0
415	10.0
416	10.0
417	10.0
418	10.0
419	10.0
420	10.0
421	10.0
422	10.0
423	11.0
424	11.0
425	11.0
426	11.0
427	11.0
428	11.0
429	11.0
430	11.0
431	11.0
432	11.0
433	11.0
434	11.0
435	11.0
436	11.0
437	11.0
438	11.0
439	11.0
440	11.0
441	11.0
442	11.0
443	11.0
444	11.0
445	11.0
446	11.0
447	11.0
448	11.0
449	11.0
450	11.0
451	11.0
452	11.0
453	11.0
454	11.0
455	11.0
456	11.0
457	11.0
458	11.0
459	11.0
460	11.0
461	11.0
462	11.0
463	11.0
464	11.0
465	11.0
466	11.0
467	11.0
468	11.0
469	11.0
470	11.0
471	11.0
472	11.0
473	11.0
474	11.0
475	11.0
476	11.0
477	11.0
478	11.0
479	11.0
480	11.0
481	11.0
482	11.0
483	11.0
484	11.0
485	12.0
486	12.0
487	12.0
488	12.0
489	12.0
490	12.0
491	12.0
492	12.0
493	12.0
494	12.0
495	12.0
496	12.0
497	12.0
498	12.0
499	12.0
500	12.0
501	12.0
502	13.0
503	13.0
504	13.0
505	13.0
506	13.0
507	14.0
508	14.0
509	14.0
510	14.0
511	14.0
512	14.0
513	14.0
514	14.0
515	14.0
516	14.0
517	14.0
518	14.0
519	14.0
520	14.0
521	14.0
522	14.0
523	14.0
524	14.0
525	14.0
526	14.0
527	14.0
528	14.0
529	14.0
530	14.0
531	14.0
532	14.0
533	14.0
534	14.0
535	14.0
536	14.0
537	14.0
538	14.0
539	14.0
540	14.0
541	14.0
542	14.0
543	14.0
544	14.0
545	14.0
546	14.0
547	14.0
548	14.0
549	14.0
550	14.0
551	14.0
552	14.0
553	14.0
554	14.0
555	14.0
556	14.0
557	14.0
558	14.0
559	14.0
560	14.0
561	14.0
562	14.0
563	14.0
564	14.0
565	14.0
566	14.0
567	14.0
568	14.0
569	14.0
570	14.0
571	14.0
572	14.0
